bucket,target_dte,roll_dte,CAGR,Max DD,Sharpe
10% OTM,30,3,0.32721083842087917,-0.231290454494534,1.127600148223765
10% OTM,60,5,0.31450633354533464,-0.2303020365734425,1.05618907377383
10% OTM,60,7,0.31450633354533464,-0.2303020365734425,1.05618907377383
10% OTM,60,10,0.26851584154733565,-0.22145515397075166,0.9554373997496767
10% OTM,180,14,0.20497091408512813,-0.25801519866880507,0.6843179390848092
10% OTM,30,21,0.11684147220132002,-0.3649794043468614,0.5288460372670089
10% OTM,90,30,0.11880535441838402,-0.26300176782478935,0.49684350277367545
ATM,90,45,-1.0,-1.2257998221828363,0.7219907750084525
ATM,90,60,-1.0,-1.1992344295572643,0.8256210630489504
